pk,cod_comuna,comuna,fecha,violencia_o_intimidacion,sorpresa,fuerza,vehiculo,acce_vehiculo,lugar_habitado,lugar_no_habitado,otros_robos_fuerza,hurtos,lesiones,lesiones_leves,lesiones_graves,homicidios,violacion
38489,6114,Quinta de Tilcoco,1/5/12,0,0,0,0,0,0,0,0,0,2,2,0,0,0
38490,6114,Quinta de Tilcoco,1/6/12,0,0,1,0,0,1,0,0,0,6,6,0,0,0
38491,6114,Quinta de Tilcoco,1/7/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38492,6114,Quinta de Tilcoco,1/8/12,0,0,0,0,0,0,0,0,2,2,2,0,0,0
38493,6114,Quinta de Tilcoco,1/9/12,0,0,0,0,0,0,0,0,0,2,2,0,0,0
38494,6114,Quinta de Tilcoco,1/10/12,1,0,0,0,0,0,0,0,1,3,2,1,0,0
38495,6114,Quinta de Tilcoco,1/11/12,0,0,0,0,0,0,0,0,1,1,1,0,0,0
38496,6114,Quinta de Tilcoco,1/12/12,0,0,0,0,0,0,0,0,1,4,2,2,0,0
38497,6114,Quinta de Tilcoco,1/1/13,0,0,1,0,0,1,0,0,1,2,2,0,0,0
38498,6114,Quinta de Tilcoco,1/2/13,0,0,1,0,0,0,1,0,1,2,2,0,0,0
38499,6114,Quinta de Tilcoco,1/3/13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38500,6114,Quinta de Tilcoco,1/4/13,0,0,1,0,0,0,1,0,0,4,4,0,0,0
38501,6114,Quinta de Tilcoco,1/5/13,2,0,0,0,0,0,0,0,1,1,1,0,0,0
38502,6114,Quinta de Tilcoco,1/6/13,0,0,1,0,0,1,0,0,1,1,1,0,0,0
38503,6114,Quinta de Tilcoco,1/7/13,1,0,0,0,0,0,0,0,1,3,3,0,0,0
38504,6114,Quinta de Tilcoco,1/8/13,0,0,0,0,0,0,0,0,2,1,1,0,0,0
38505,6114,Quinta de Tilcoco,1/9/13,0,0,0,0,0,0,0,0,0,4,4,0,0,0
38506,6114,Quinta de Tilcoco,1/10/13,0,0,1,0,0,0,1,0,0,0,0,0,0,0
38507,6114,Quinta de Tilcoco,1/11/13,0,0,0,0,0,0,0,0,0,4,3,1,0,0
38508,6114,Quinta de Tilcoco,1/12/13,0,0,0,0,0,0,0,0,1,1,1,0,0,1
38509,6114,Quinta de Tilcoco,1/1/14,0,0,1,0,0,1,0,0,0,0,0,0,0,0
38510,6114,Quinta de Tilcoco,1/2/14,0,0,0,0,0,0,0,0,1,3,1,2,0,0
38511,6114,Quinta de Tilcoco,1/3/14,0,0,4,0,0,2,2,0,1,1,1,0,0,0
38512,6114,Quinta de Tilcoco,1/4/14,0,0,1,0,0,1,0,0,1,4,3,1,0,0
38513,6114,Quinta de Tilcoco,1/5/14,0,0,1,0,0,1,0,0,1,1,1,0,0,0
38514,6114,Quinta de Tilcoco,1/6/14,1,0,0,0,0,0,0,0,0,1,1,0,0,0
38515,6114,Quinta de Tilcoco,1/7/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38516,6114,Quinta de Tilcoco,1/8/14,0,0,0,0,0,0,0,0,0,3,3,0,0,0
38517,6114,Quinta de Tilcoco,1/9/14,1,1,0,0,0,0,0,0,2,0,0,0,0,0
38518,6114,Quinta de Tilcoco,1/10/14,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38519,6114,Quinta de Tilcoco,1/11/14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38520,6114,Quinta de Tilcoco,1/12/14,1,0,1,0,0,1,0,0,0,1,1,0,0,0
38521,6114,Quinta de Tilcoco,1/1/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38522,6114,Quinta de Tilcoco,1/2/15,0,0,0,0,0,0,0,0,2,2,2,0,0,0
38523,6114,Quinta de Tilcoco,1/3/15,0,0,1,0,0,0,1,0,0,0,0,0,0,0
38524,6114,Quinta de Tilcoco,1/4/15,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38525,6114,Quinta de Tilcoco,1/5/15,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38526,6114,Quinta de Tilcoco,1/6/15,0,0,1,0,0,1,0,0,1,1,0,1,0,0
38527,6114,Quinta de Tilcoco,1/7/15,0,0,1,0,0,0,1,0,0,3,3,0,0,0
38528,6114,Quinta de Tilcoco,1/8/15,0,0,0,0,0,0,0,0,2,3,3,0,0,0
38529,6114,Quinta de Tilcoco,1/9/15,0,0,2,0,0,1,1,0,1,2,2,0,0,0
38530,6114,Quinta de Tilcoco,1/10/15,0,0,0,0,0,0,0,0,1,3,1,2,0,0
38531,6114,Quinta de Tilcoco,1/11/15,0,0,1,0,1,0,0,0,1,2,1,1,0,0
38532,6114,Quinta de Tilcoco,1/12/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38533,6114,Quinta de Tilcoco,1/1/16,0,0,2,0,0,1,1,0,0,1,1,0,0,0
38534,6114,Quinta de Tilcoco,1/2/16,0,0,0,0,0,0,0,0,1,2,0,2,0,0
38535,6114,Quinta de Tilcoco,1/3/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38536,6114,Quinta de Tilcoco,1/4/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38537,6114,Quinta de Tilcoco,1/5/16,0,0,1,0,0,0,0,1,0,2,0,2,0,0
38538,6114,Quinta de Tilcoco,1/6/16,1,1,0,0,0,0,0,0,1,0,0,0,0,0
38539,6114,Quinta de Tilcoco,1/7/16,0,0,1,0,0,1,0,0,0,1,1,0,0,0
38540,6114,Quinta de Tilcoco,1/8/16,0,0,1,0,0,1,0,0,1,3,3,0,0,0
38541,6114,Quinta de Tilcoco,1/9/16,0,0,1,0,0,1,0,0,2,2,2,0,0,0
38542,6114,Quinta de Tilcoco,1/10/16,0,1,0,0,0,0,0,0,2,1,1,0,0,0
38543,6114,Quinta de Tilcoco,1/11/16,1,0,1,0,0,0,1,0,0,3,1,2,0,0
38544,6114,Quinta de Tilcoco,1/12/16,2,0,0,0,0,0,0,0,1,3,2,1,0,0
38545,6114,Quinta de Tilcoco,1/1/17,0,0,1,0,0,0,1,0,1,2,1,1,0,0
38546,6114,Quinta de Tilcoco,1/2/17,0,0,1,0,0,1,0,0,1,2,0,2,0,0
38547,6114,Quinta de Tilcoco,1/3/17,1,0,3,0,1,1,1,0,1,2,2,0,0,0
38548,6114,Quinta de Tilcoco,1/4/17,0,0,1,0,0,1,0,0,2,0,0,0,0,0
38549,6114,Quinta de Tilcoco,1/5/17,0,0,0,0,0,0,0,0,0,4,3,1,0,0
38550,6114,Quinta de Tilcoco,1/6/17,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38551,13126,Quinta Normal,1/1/05,6,0,5,0,0,2,3,0,16,19,11,8,0,0
38552,13126,Quinta Normal,1/2/05,2,1,2,0,0,1,1,0,16,19,12,7,0,1
38553,13126,Quinta Normal,1/3/05,6,1,7,1,0,3,2,1,30,18,16,2,1,0
38554,13126,Quinta Normal,1/4/05,4,0,4,0,0,2,1,1,24,16,13,3,0,0
38555,13126,Quinta Normal,1/5/05,2,3,8,0,4,2,2,0,24,18,14,4,0,0
38556,13126,Quinta Normal,1/6/05,0,0,3,0,0,0,3,0,15,14,10,4,0,0
38557,13126,Quinta Normal,1/7/05,0,0,4,0,3,0,0,1,7,5,4,1,1,1
38558,13126,Quinta Normal,1/8/05,7,0,8,2,0,3,1,2,15,10,5,5,0,0
38559,13126,Quinta Normal,1/9/05,4,1,8,2,1,0,5,0,11,8,5,3,0,0
38560,13126,Quinta Normal,1/10/05,2,1,6,0,1,0,1,4,17,11,9,2,0,0
38561,13126,Quinta Normal,1/11/05,4,1,7,0,2,2,3,0,16,11,6,5,0,0
38562,13126,Quinta Normal,1/12/05,4,0,7,0,0,2,4,1,16,8,7,1,1,0
38563,13126,Quinta Normal,1/1/06,2,2,4,0,0,2,2,0,14,6,5,1,0,0
38564,13126,Quinta Normal,1/2/06,3,0,13,0,0,6,7,0,14,5,5,0,0,0
38565,13126,Quinta Normal,1/3/06,3,0,3,0,1,1,0,1,18,6,6,0,0,0
38566,13126,Quinta Normal,1/4/06,6,0,7,1,1,0,4,1,21,6,5,1,0,0
38567,13126,Quinta Normal,1/5/06,1,1,15,3,0,8,1,3,22,10,7,3,0,0
38568,13126,Quinta Normal,1/6/06,8,0,9,0,0,3,3,3,16,9,6,3,0,1
38569,13126,Quinta Normal,1/7/06,7,0,13,1,3,1,3,5,39,7,6,1,0,0
38570,13126,Quinta Normal,1/8/06,1,0,13,1,0,2,5,5,46,6,4,2,1,0
38571,13126,Quinta Normal,1/9/06,4,0,12,0,4,3,2,3,29,9,8,1,0,0
38572,13126,Quinta Normal,1/10/06,7,2,19,0,0,7,7,5,36,14,12,2,0,0
38573,13126,Quinta Normal,1/11/06,3,1,12,1,2,2,4,3,20,5,3,2,0,0
38574,13126,Quinta Normal,1/12/06,1,2,8,0,1,0,4,3,32,8,5,3,0,0
38575,13126,Quinta Normal,1/1/07,1,1,7,0,0,1,5,1,20,6,4,2,0,0
38576,13126,Quinta Normal,1/2/07,2,1,8,1,1,3,3,0,11,4,3,1,0,0
38577,13126,Quinta Normal,1/3/07,3,1,3,0,1,2,0,0,11,8,3,5,1,0
38578,13126,Quinta Normal,1/4/07,6,0,7,1,1,0,1,4,19,4,3,1,0,0
38579,13126,Quinta Normal,1/5/07,4,1,7,0,0,1,4,2,36,6,3,3,0,0
38580,13126,Quinta Normal,1/6/07,3,0,8,0,1,2,3,2,32,6,5,1,0,0
38581,13126,Quinta Normal,1/7/07,3,2,13,2,0,2,2,7,22,3,1,2,1,0
38582,13126,Quinta Normal,1/8/07,4,4,9,0,0,0,8,1,27,6,5,1,0,0
38583,13126,Quinta Normal,1/9/07,5,0,1,0,0,0,0,1,29,8,7,1,0,0
38584,13126,Quinta Normal,1/10/07,6,1,7,0,2,2,2,1,38,7,5,2,0,0
38585,13126,Quinta Normal,1/11/07,13,4,4,0,1,2,1,0,30,12,9,3,0,0
38586,13126,Quinta Normal,1/12/07,6,4,1,0,0,0,1,0,31,4,3,1,0,1
38587,13126,Quinta Normal,1/1/08,8,2,2,0,0,0,2,0,14,13,10,3,0,0
38588,13126,Quinta Normal,1/2/08,6,3,6,0,0,1,4,1,24,7,5,2,1,0
38589,13126,Quinta Normal,1/3/08,4,0,4,0,1,2,1,0,25,10,7,3,0,1
38590,13126,Quinta Normal,1/4/08,7,5,6,0,1,1,3,1,29,7,7,0,0,0
38591,13126,Quinta Normal,1/5/08,2,2,5,1,0,1,2,1,25,15,12,3,0,0
38592,13126,Quinta Normal,1/6/08,5,4,5,1,0,0,2,2,37,20,17,3,0,0
38593,13126,Quinta Normal,1/7/08,4,1,12,0,1,2,5,4,36,12,11,1,0,0
38594,13126,Quinta Normal,1/8/08,6,3,7,0,2,1,3,1,53,8,6,2,0,0
38595,13126,Quinta Normal,1/9/08,5,1,6,1,1,1,3,0,41,13,11,2,0,0
38596,13126,Quinta Normal,1/10/08,7,2,5,1,0,2,2,0,42,26,20,6,0,1
38597,13126,Quinta Normal,1/11/08,4,2,4,0,1,1,2,0,36,19,17,2,0,0
38598,13126,Quinta Normal,1/12/08,4,3,8,1,1,1,5,0,27,7,5,2,0,0
38599,13126,Quinta Normal,1/1/09,4,4,8,1,1,2,4,0,30,9,7,2,0,1
38600,13126,Quinta Normal,1/2/09,3,1,3,0,0,1,2,0,36,19,14,5,0,0
38601,13126,Quinta Normal,1/3/09,6,2,13,0,3,3,6,1,45,23,18,5,0,0
38602,13126,Quinta Normal,1/4/09,10,9,5,0,1,0,3,1,38,16,14,2,0,0
38603,13126,Quinta Normal,1/5/09,5,3,8,0,1,1,5,1,48,15,15,0,0,1
38604,13126,Quinta Normal,1/6/09,5,4,16,2,1,2,9,2,50,11,11,0,0,0
38605,13126,Quinta Normal,1/7/09,3,1,7,0,1,3,2,1,55,17,11,6,0,1
38606,13126,Quinta Normal,1/8/09,6,4,7,0,2,2,3,0,42,15,14,1,0,0
38607,13126,Quinta Normal,1/9/09,5,2,7,1,3,1,2,0,37,10,9,1,0,0
38608,13126,Quinta Normal,1/10/09,3,5,10,0,1,2,7,0,56,10,9,1,0,0
38609,13126,Quinta Normal,1/11/09,4,1,8,1,1,2,4,0,52,16,14,2,0,0
38610,13126,Quinta Normal,1/12/09,10,1,4,0,0,0,3,1,45,17,14,3,0,0
38611,13126,Quinta Normal,1/1/10,4,1,16,0,3,3,8,2,40,25,21,4,0,1
38612,13126,Quinta Normal,1/2/10,4,0,9,0,0,1,7,1,34,19,17,2,0,0
38613,13126,Quinta Normal,1/3/10,6,3,5,1,0,2,2,0,40,30,22,8,0,0
38614,13126,Quinta Normal,1/4/10,0,1,10,1,0,1,3,5,45,12,10,2,0,0
38615,13126,Quinta Normal,1/5/10,7,1,5,0,2,1,1,1,44,16,13,3,0,0
38616,13126,Quinta Normal,1/6/10,5,0,4,0,1,1,1,1,60,9,7,2,0,0
38617,13126,Quinta Normal,1/7/10,5,2,6,0,0,2,3,1,38,11,9,2,0,0
38618,13126,Quinta Normal,1/8/10,9,2,8,2,0,2,2,2,79,12,9,3,0,0
38619,13126,Quinta Normal,1/9/10,5,0,10,1,2,2,3,2,41,12,10,2,0,0
38620,13126,Quinta Normal,1/10/10,1,3,5,0,0,2,1,2,58,27,20,7,1,0
38621,13126,Quinta Normal,1/11/10,3,4,9,1,0,2,6,0,41,21,17,4,0,0
38622,13126,Quinta Normal,1/12/10,0,0,6,1,1,1,1,2,36,23,17,6,0,0
38623,13126,Quinta Normal,1/1/11,2,7,5,1,0,1,3,0,35,18,14,4,1,0
38624,13126,Quinta Normal,1/2/11,1,0,4,0,1,2,1,0,67,18,14,4,0,0
38625,13126,Quinta Normal,1/3/11,4,2,4,0,2,0,2,0,43,22,20,2,0,0
38626,13126,Quinta Normal,1/4/11,6,2,8,2,0,1,3,2,37,13,10,3,1,0
38627,13126,Quinta Normal,1/5/11,5,0,3,0,0,0,2,1,31,23,18,5,0,0
38628,13126,Quinta Normal,1/6/11,7,3,1,0,0,0,1,0,27,10,8,2,0,1
38629,13126,Quinta Normal,1/7/11,11,1,6,0,0,4,2,0,42,13,11,2,0,0
38630,13126,Quinta Normal,1/8/11,15,3,10,1,1,1,4,3,50,20,17,3,0,0
38631,13126,Quinta Normal,1/9/11,3,1,11,1,0,3,5,2,29,12,11,1,0,1
38632,13126,Quinta Normal,1/10/11,8,0,3,0,0,1,2,0,42,14,11,3,0,0
38633,13126,Quinta Normal,1/11/11,5,0,3,0,0,1,2,0,39,16,13,3,0,0
38634,13126,Quinta Normal,1/12/11,7,1,2,0,1,1,0,0,48,21,18,3,0,0
38635,13126,Quinta Normal,1/1/12,5,0,3,1,0,1,1,0,38,20,16,4,0,0
38636,13126,Quinta Normal,1/2/12,4,1,6,0,2,3,1,0,29,18,15,3,0,1
38637,13126,Quinta Normal,1/3/12,4,2,5,0,2,1,2,0,38,13,12,1,0,2
38638,13126,Quinta Normal,1/4/12,5,0,5,2,0,2,1,0,42,15,14,1,0,0
38639,13126,Quinta Normal,1/5/12,6,2,7,0,1,2,4,0,42,14,11,3,0,0
38640,13126,Quinta Normal,1/6/12,8,1,4,0,0,1,2,1,29,10,7,3,0,0
38641,13126,Quinta Normal,1/7/12,4,1,3,0,0,0,3,0,38,6,5,1,0,0
38642,13126,Quinta Normal,1/8/12,4,0,10,2,1,3,4,0,56,16,13,3,0,1
38643,13126,Quinta Normal,1/9/12,3,1,6,0,0,3,3,0,36,14,11,3,0,1
38644,13126,Quinta Normal,1/10/12,4,0,5,0,0,1,4,0,49,13,8,5,0,0
38645,13126,Quinta Normal,1/11/12,7,1,1,0,0,0,1,0,40,16,12,4,0,0
38646,13126,Quinta Normal,1/12/12,2,0,0,0,0,0,0,0,31,15,13,2,0,0
38647,13126,Quinta Normal,1/1/13,8,1,5,1,1,0,3,0,24,16,12,4,0,0
38648,13126,Quinta Normal,1/2/13,8,0,7,2,1,0,4,0,18,12,12,0,0,0
38649,13126,Quinta Normal,1/3/13,3,1,2,1,0,0,0,1,38,16,14,2,0,0
38650,13126,Quinta Normal,1/4/13,7,2,4,0,0,2,2,0,26,15,9,6,0,0
38651,13126,Quinta Normal,1/5/13,7,3,5,0,0,2,2,1,20,13,9,4,1,2
38652,13126,Quinta Normal,1/6/13,8,1,4,0,0,2,2,0,30,12,11,1,0,0
38653,13126,Quinta Normal,1/7/13,7,4,6,1,0,3,2,0,33,14,13,1,0,0
38654,13126,Quinta Normal,1/8/13,5,2,3,0,1,0,2,0,22,3,3,0,0,0
38655,13126,Quinta Normal,1/9/13,8,4,4,0,0,1,2,1,21,5,4,1,0,0
38656,13126,Quinta Normal,1/10/13,3,2,8,3,1,2,2,0,33,7,7,0,0,0
38657,13126,Quinta Normal,1/11/13,11,1,4,0,4,0,0,0,31,10,8,2,0,0
38658,13126,Quinta Normal,1/12/13,4,7,3,0,0,2,1,0,34,9,6,3,0,1
38659,13126,Quinta Normal,1/1/14,3,4,5,0,1,2,2,0,21,11,9,2,0,0
38660,13126,Quinta Normal,1/2/14,11,3,3,0,1,0,2,0,10,14,11,3,0,0
38661,13126,Quinta Normal,1/3/14,9,0,6,0,2,1,3,0,15,8,8,0,0,1
38662,13126,Quinta Normal,1/4/14,10,0,0,0,0,0,0,0,22,8,6,2,0,0
38663,13126,Quinta Normal,1/5/14,4,4,5,2,0,2,0,1,18,4,3,1,1,0
38664,13126,Quinta Normal,1/6/14,8,6,4,1,1,1,1,0,23,13,8,5,0,0
38665,13126,Quinta Normal,1/7/14,6,3,8,0,3,1,3,1,22,12,8,4,0,0
38666,13126,Quinta Normal,1/8/14,6,2,13,1,1,4,7,0,12,16,13,3,0,1
38667,13126,Quinta Normal,1/9/14,2,6,3,0,0,0,3,0,16,9,7,2,1,0
38668,13126,Quinta Normal,1/10/14,7,3,9,0,2,1,6,0,11,14,12,2,0,0
38669,13126,Quinta Normal,1/11/14,3,2,8,0,1,2,3,2,17,15,11,4,0,0
38670,13126,Quinta Normal,1/12/14,9,4,8,0,3,0,4,1,16,12,10,2,0,0
38671,13126,Quinta Normal,1/1/15,5,2,5,1,0,1,3,0,10,9,7,2,0,0
38672,13126,Quinta Normal,1/2/15,2,4,8,0,2,0,6,0,14,3,3,0,0,1
38673,13126,Quinta Normal,1/3/15,7,3,3,0,0,0,3,0,11,13,12,1,0,0
38674,13126,Quinta Normal,1/4/15,11,4,5,0,2,1,2,0,9,8,6,2,0,0
38675,13126,Quinta Normal,1/5/15,4,1,12,0,0,4,8,0,15,7,6,1,0,0
38676,13126,Quinta Normal,1/6/15,7,5,7,1,0,2,4,0,13,7,2,5,0,1
38677,13126,Quinta Normal,1/7/15,6,1,9,0,3,0,6,0,5,8,6,2,0,0
38678,13126,Quinta Normal,1/8/15,8,2,5,1,1,1,2,0,19,15,13,2,0,0
38679,13126,Quinta Normal,1/9/15,2,1,2,0,0,1,0,1,21,17,12,5,0,0
38680,13126,Quinta Normal,1/10/15,6,7,4,0,1,1,1,1,24,12,9,3,0,0
38681,13126,Quinta Normal,1/11/15,6,4,14,1,2,2,8,1,17,10,6,4,0,0
38682,13126,Quinta Normal,1/12/15,5,3,2,0,0,0,2,0,16,13,9,4,0,0
38683,13126,Quinta Normal,1/1/16,2,0,8,0,2,2,2,2,12,3,2,1,0,0
38684,13126,Quinta Normal,1/2/16,5,1,7,0,1,4,2,0,33,6,5,1,0,0
38685,13126,Quinta Normal,1/3/16,7,3,3,0,1,0,2,0,34,4,4,0,0,0
38686,13126,Quinta Normal,1/4/16,4,1,3,0,1,1,1,0,35,7,6,1,0,1
38687,13126,Quinta Normal,1/5/16,4,5,11,2,1,2,5,1,36,10,7,3,0,0
38688,13126,Quinta Normal,1/6/16,5,5,4,1,0,2,1,0,34,9,9,0,0,0
38689,13126,Quinta Normal,1/7/16,3,5,7,0,2,1,2,2,38,7,5,2,0,0
38690,13126,Quinta Normal,1/8/16,10,5,12,0,1,0,9,2,25,5,4,1,0,0
38691,13126,Quinta Normal,1/9/16,3,0,6,1,0,2,3,0,32,9,8,1,0,0
38692,13126,Quinta Normal,1/10/16,5,2,8,1,2,1,4,0,21,8,8,0,0,1
38693,13126,Quinta Normal,1/11/16,12,4,3,0,0,3,0,0,21,13,12,1,0,0
38694,13126,Quinta Normal,1/12/16,10,5,3,0,0,1,2,0,13,10,8,2,1,0
38695,13126,Quinta Normal,1/1/17,5,1,0,0,0,0,0,0,18,9,8,1,0,1
38696,13126,Quinta Normal,1/2/17,3,4,7,0,0,3,3,1,16,6,5,1,0,0
38697,13126,Quinta Normal,1/3/17,7,3,3,0,1,2,0,0,30,13,12,1,0,0
38698,13126,Quinta Normal,1/4/17,8,5,4,0,0,4,0,0,40,9,9,0,0,0
38699,13126,Quinta Normal,1/5/17,8,0,8,1,1,2,3,1,41,7,5,2,0,0
38700,13126,Quinta Normal,1/6/17,9,4,8,0,0,2,5,1,57,5,5,0,0,0
38701,5107,Quintero,1/1/05,0,1,6,0,0,3,0,3,4,1,0,1,0,0
38702,5107,Quintero,1/2/05,2,0,1,0,0,1,0,0,3,3,2,1,0,0
38703,5107,Quintero,1/3/05,0,0,0,0,0,0,0,0,2,1,1,0,0,0
38704,5107,Quintero,1/4/05,2,0,1,0,0,0,1,0,0,0,0,0,0,0
38705,5107,Quintero,1/5/05,0,0,1,0,0,0,0,1,0,1,1,0,0,0
38706,5107,Quintero,1/6/05,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38707,5107,Quintero,1/7/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38708,5107,Quintero,1/8/05,1,0,1,0,0,1,0,0,1,0,0,0,0,0
38709,5107,Quintero,1/9/05,2,1,3,0,0,3,0,0,1,1,1,0,0,0
38710,5107,Quintero,1/10/05,0,0,4,0,0,3,0,1,2,2,0,2,0,0
38711,5107,Quintero,1/11/05,0,0,2,0,0,2,0,0,0,1,1,0,0,0
38712,5107,Quintero,1/12/05,0,0,0,0,0,0,0,0,0,3,3,0,0,0
38713,5107,Quintero,1/1/06,4,1,3,1,0,2,0,0,9,5,5,0,0,0
38714,5107,Quintero,1/2/06,1,1,3,0,0,1,1,1,7,2,1,1,0,0
38715,5107,Quintero,1/3/06,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38716,5107,Quintero,1/4/06,0,0,3,1,0,1,1,0,1,1,0,1,0,1
38717,5107,Quintero,1/5/06,0,0,0,0,0,0,0,0,0,2,2,0,1,1
38718,5107,Quintero,1/6/06,0,0,1,0,0,0,1,0,1,1,0,1,0,0
38719,5107,Quintero,1/7/06,1,0,3,0,0,1,2,0,2,1,1,0,0,0
38720,5107,Quintero,1/8/06,0,0,2,0,0,0,2,0,1,1,1,0,0,0
38721,5107,Quintero,1/9/06,0,0,1,0,0,0,1,0,2,0,0,0,0,0
38722,5107,Quintero,1/10/06,1,1,4,0,0,1,1,2,0,0,0,0,0,0
38723,5107,Quintero,1/11/06,0,0,1,0,0,0,1,0,2,4,2,2,0,0
38724,5107,Quintero,1/12/06,0,0,1,0,0,1,0,0,1,0,0,0,0,0
38725,5107,Quintero,1/1/07,1,1,6,1,0,5,0,0,1,3,1,2,0,0
38726,5107,Quintero,1/2/07,0,0,3,0,1,1,1,0,2,3,1,2,0,0
38727,5107,Quintero,1/3/07,0,0,1,0,0,1,0,0,1,3,2,1,0,0
38728,5107,Quintero,1/4/07,1,0,1,0,0,0,1,0,1,1,1,0,0,0
38729,5107,Quintero,1/5/07,0,2,3,0,0,2,1,0,1,1,0,1,0,0
38730,5107,Quintero,1/6/07,1,0,1,0,0,1,0,0,1,1,0,1,0,0
38731,5107,Quintero,1/7/07,0,0,3,0,0,1,2,0,0,4,4,0,0,0
38732,5107,Quintero,1/8/07,0,0,3,0,0,1,2,0,2,1,0,1,0,0
38733,5107,Quintero,1/9/07,0,0,1,0,0,1,0,0,1,2,1,1,0,0
38734,5107,Quintero,1/10/07,0,0,4,0,2,1,0,1,0,1,0,1,0,0
38735,5107,Quintero,1/11/07,2,0,1,0,0,1,0,0,2,2,2,0,0,0
38736,5107,Quintero,1/12/07,0,0,1,0,0,0,1,0,1,0,0,0,0,0
38737,5107,Quintero,1/1/08,2,1,1,0,0,1,0,0,6,2,1,1,0,0
38738,5107,Quintero,1/2/08,3,1,4,0,2,1,1,0,5,5,4,1,0,0
38739,5107,Quintero,1/3/08,0,0,2,0,0,0,2,0,3,0,0,0,0,0
38740,5107,Quintero,1/4/08,0,0,4,1,1,1,1,0,1,0,0,0,0,0
38741,5107,Quintero,1/5/08,0,1,6,2,1,1,1,1,1,3,3,0,0,0
38742,5107,Quintero,1/6/08,0,1,3,0,0,2,1,0,0,1,1,0,0,0
38743,5107,Quintero,1/7/08,0,0,6,0,0,4,1,1,2,1,1,0,0,0
38744,5107,Quintero,1/8/08,0,0,4,1,0,1,2,0,2,1,1,0,0,0
38745,5107,Quintero,1/9/08,0,0,3,0,0,1,1,1,0,2,2,0,0,0
38746,5107,Quintero,1/10/08,1,0,2,0,0,2,0,0,5,7,5,2,0,0
38747,5107,Quintero,1/11/08,2,0,1,0,0,1,0,0,1,3,0,3,0,0
38748,5107,Quintero,1/12/08,0,0,2,0,0,1,1,0,2,2,2,0,0,0
38749,5107,Quintero,1/1/09,2,2,3,0,0,2,0,1,13,6,5,1,0,0
38750,5107,Quintero,1/2/09,1,0,4,1,0,0,2,1,6,9,8,1,0,1
38751,5107,Quintero,1/3/09,0,1,1,0,0,1,0,0,3,2,2,0,0,0
38752,5107,Quintero,1/4/09,0,2,2,0,1,0,1,0,3,4,2,2,0,0
38753,5107,Quintero,1/5/09,1,0,5,1,0,2,2,0,2,3,3,0,1,0
38754,5107,Quintero,1/6/09,1,0,0,0,0,0,0,0,1,3,2,1,0,0
38755,5107,Quintero,1/7/09,4,1,3,0,0,1,2,0,1,1,0,1,0,0
38756,5107,Quintero,1/8/09,1,0,7,1,1,2,3,0,3,3,3,0,0,0
38757,5107,Quintero,1/9/09,1,2,5,0,1,3,1,0,7,2,2,0,0,0
38758,5107,Quintero,1/10/09,1,0,0,0,0,0,0,0,3,2,2,0,0,0
38759,5107,Quintero,1/11/09,0,0,3,0,0,1,2,0,3,3,2,1,0,0
38760,5107,Quintero,1/12/09,3,0,4,0,2,2,0,0,3,4,2,2,0,0
38761,5107,Quintero,1/1/10,1,0,4,1,0,2,1,0,10,6,6,0,0,0
38762,5107,Quintero,1/2/10,2,0,1,0,1,0,0,0,9,16,12,4,0,0
38763,5107,Quintero,1/3/10,1,1,2,0,0,0,1,1,11,3,2,1,0,0
38764,5107,Quintero,1/4/10,2,0,1,0,0,0,1,0,4,2,1,1,0,0
38765,5107,Quintero,1/5/10,3,0,3,0,0,2,1,0,13,3,3,0,0,0
38766,5107,Quintero,1/6/10,2,0,3,0,0,1,1,1,8,5,4,1,0,0
38767,5107,Quintero,1/7/10,1,0,3,1,0,0,2,0,6,3,2,1,0,0
38768,5107,Quintero,1/8/10,1,0,7,0,0,6,1,0,3,3,2,1,0,0
38769,5107,Quintero,1/9/10,1,0,1,0,0,1,0,0,3,2,2,0,0,0
38770,5107,Quintero,1/10/10,1,0,0,0,0,0,0,0,3,3,3,0,0,0
38771,5107,Quintero,1/11/10,1,0,2,0,0,2,0,0,2,1,1,0,0,1
38772,5107,Quintero,1/12/10,2,0,1,0,0,1,0,0,4,2,1,1,0,0
38773,5107,Quintero,1/1/11,2,0,3,0,1,1,1,0,11,12,11,1,1,0
38774,5107,Quintero,1/2/11,4,0,4,0,0,1,3,0,10,9,8,1,0,0
38775,5107,Quintero,1/3/11,1,0,3,0,0,2,1,0,5,1,1,0,0,0
38776,5107,Quintero,1/4/11,2,0,1,0,0,0,1,0,2,5,5,0,0,0
